smiles,homo,lumo,gap
COC1C2CN2C1=N,-0.2369,-0.001,0.2359
COC1C2CN2C1=O,-0.2368,-0.0204,0.2164
COC1C2NC2C1=O,-0.2242,-0.0261,0.1981
COC1C2OC2C1=O,-0.2324,-0.0379,0.1945
OCC1C2CC2C1=O,-0.2478,-0.0227,0.2251
OCC1C2CN2C1=O,-0.2537,-0.0238,0.2298
OCC1C2NC2C1=O,-0.2444,-0.0303,0.2141
OCC1C2OC2C1=O,-0.254,-0.0422,0.2117
OCC1N2CC2C1=O,-0.2505,-0.0314,0.2191
CC1C(CO)C2CN12,-0.2268,0.0688,0.2956
CC1C2CC2C1CO,-0.2504,0.0752,0.3256
CC1C2CN2C1CO,-0.2385,0.0674,0.3059
CC1C2NC2C1CO,-0.2253,0.0789,0.3042
CC1C2OC2C1CO,-0.2497,0.0722,0.3219
CCC1C(O)C2CN12,-0.2295,0.0625,0.2921
CCC1C2CC2C1C,-0.2487,0.0866,0.3352
CCC1C2CC2C1O,-0.2472,0.0604,0.3075
CCC1C2NC2C1O,-0.2365,0.0734,0.3099
CCC1C2OC2C1C,-0.2475,0.0848,0.3322
CCC1C2OC2C1O,-0.2497,0.0733,0.323
COC1C2CC2C1C,-0.2407,0.0815,0.3222
COC1C2CC2C1O,-0.2421,0.0729,0.315
COC1C2CN2C1C,-0.2292,0.0753,0.3045
COC1C2NC2C1C,-0.2248,0.0769,0.3017
COC1C2NC2C1O,-0.2288,0.0704,0.2992
COC1C2OC2C1C,-0.2421,0.0796,0.3217
COC1C2OC2C1O,-0.2381,0.0755,0.3136
OCC1C(O)C2CN12,-0.244,0.0514,0.2955
OCC1C2CC2C1O,-0.2414,0.0603,0.3017
OCC1C2NC2C1O,-0.238,0.0649,0.3029
OCC1C2OC2C1O,-0.2532,0.0577,0.3109
C1CC1CCC2CC2,-0.2631,0.0955,0.3586
C(CC1CO1)C1CC1,-0.2619,0.0977,0.3595
C(CC1CO1)C1CO1,-0.2643,0.0978,0.3621
C1CC1CCN2CC2,-0.2294,0.0913,0.3207
C(CN1CC1)C1CO1,-0.2338,0.0921,0.3259
C1CN1CCN2CC2,-0.2296,0.0863,0.3159
C1CC1COC2CC2,-0.2417,0.0937,0.3354
C(OC1CC1)C1CN1,-0.244,0.081,0.325
C(OC1CC1)C1CO1,-0.2382,0.0882,0.3264
C1CC1C#CC2CC2,-0.2245,0.0511,0.2757
C1CC1C#CC1CN1,-0.2281,0.0349,0.263
C1CC1C#CC1CO1,-0.2387,0.0249,0.2636
C1NC1C#CC1CN1,-0.2301,0.0245,0.2546
C1NC1C#CC1CO1,-0.2445,0.0147,0.2593
C1OC1C#CC1CO1,-0.2554,0.0008,0.2561
C#CC12CC1C1CC21,-0.2064,0.0365,0.2429
C#CC12CC1C1CN21,-0.2206,0.0222,0.2428
C#CC12CC1C1NC21,-0.2085,0.0342,0.2427
C#CC12CC1C1OC21,-0.2249,0.025,0.2499
C#CC12CC1N1CC21,-0.2185,0.0275,0.246
C#CC12CN1C1CC21,-0.2214,0.0163,0.2377
C#CC12NC1C1CC21,-0.2077,0.0251,0.2329
C#CC12NC1C1NC21,-0.2058,0.0219,0.2277
C#CC12NC1C1OC21,-0.2225,0.0132,0.2356
C#CC12OC1C1CC21,-0.2304,0.0105,0.2409
C#CC12OC1C1NC21,-0.2282,0.0075,0.2357
C#CC12OC1C1OC21,-0.2473,-0.0017,0.2456
N#CC12CC1C1CC21,-0.2345,0.015,0.2495
N#CC12CC1C1CN21,-0.2491,-0.0008,0.2483
N#CC12CC1C1NC21,-0.2342,0.0129,0.2471
N#CC12CC1C1OC21,-0.258,0.0032,0.2611
N#CC12CC1N1CC21,-0.2464,0.0051,0.2515
N#CC12CN1C1CC21,-0.2494,-0.006,0.2434
N#CC12NC1C1CC21,-0.2346,0.0027,0.2372
N#CC12NC1C1NC21,-0.2302,-0.0006,0.2296
N#CC12NC1C1OC21,-0.2522,-0.0099,0.2423
N#CC12OC1C1CC21,-0.2587,-0.0135,0.2451
N#CC12OC1C1NC21,-0.2509,-0.0166,0.2342
N#CC12OC1C1OC21,-0.2821,-0.0264,0.2557
O=CC12CC1C1CC21,-0.2236,-0.0157,0.2079
O=CC12CC1C1CN21,-0.2365,-0.0317,0.2048
O=CC12CC1C1NC21,-0.2225,-0.0176,0.2049
O=CC12CC1C1OC21,-0.2454,-0.0255,0.2198
O=CC12CC1N1CC21,-0.2363,-0.0248,0.2114
O=CC12CN1C1CC21,-0.2364,-0.042,0.1944
O=CC12NC1C1CC21,-0.2209,-0.0347,0.1862
O=CC12NC1C1NC21,-0.2204,-0.0307,0.1897
O=CC12NC1C1OC21,-0.2437,-0.0382,0.2054
O=CC12OC1C1CC21,-0.2441,-0.0446,0.1995
O=CC12OC1C1NC21,-0.2378,-0.0472,0.1906
O=CC12OC1C1OC21,-0.2637,-0.0512,0.2125
CCC12CC1C1CC21,-0.2033,0.0844,0.2877
CCC12CC1C1CN21,-0.2165,0.073,0.2896
CCC12CC1C1NC21,-0.2028,0.0793,0.2821
CCC12CC1C1OC21,-0.2257,0.0648,0.2906
CCC12CC1N1CC21,-0.2166,0.0704,0.287
CCC12CN1C1CC21,-0.2156,0.0764,0.292
CCC12NC1C1CC21,-0.2013,0.082,0.2833
CCC12NC1C1NC21,-0.1971,0.0713,0.2684
CCC12NC1C1OC21,-0.2169,0.0578,0.2747
CCC12OC1C1CC21,-0.2258,0.0683,0.2941
CCC12OC1C1NC21,-0.2187,0.0603,0.2791
CCC12OC1C1OC21,-0.2471,0.0445,0.2917
COC12CC1C1CC21,-0.2092,0.0856,0.2948
COC12CC1C1NC21,-0.2086,0.0782,0.2869
COC12CC1C1OC21,-0.2317,0.0625,0.2942
COC12CC1N1CC21,-0.2205,0.0696,0.29
OCC12CC1C1CC21,-0.212,0.0733,0.2853
OCC12CC1C1CN21,-0.227,0.0589,0.2859
OCC12CC1C1NC21,-0.2104,0.0702,0.2806
OCC12CC1C1OC21,-0.2345,0.0572,0.2917
OCC12CC1N1CC21,-0.2242,0.0619,0.2862
OCC12CN1C1CC21,-0.2256,0.0645,0.2901
OCC12NC1C1CC21,-0.2054,0.0579,0.2633
OCC12NC1C1NC21,-0.2061,0.0599,0.266
OCC12NC1C1OC21,-0.2281,0.0481,0.2762
OCC12OC1C1CC21,-0.2268,0.0539,0.2807
OCC12OC1C1NC21,-0.2191,0.0492,0.2683
OCC12OC1C1OC21,-0.256,0.0354,0.2913
N=C1N2CC2C11CO1,-0.2541,-0.0131,0.241
O=C1C2CC2C11CC1,-0.2375,-0.0082,0.2293
O=C1C2CC2C11CN1,-0.2456,-0.0188,0.2268
O=C1C2CC2C11CO1,-0.2441,-0.0271,0.217
O=C1C2CN2C11CC1,-0.245,-0.0228,0.2221
O=C1C2NC2C11CC1,-0.2354,-0.0177,0.2176
O=C1C2NC2C11CN1,-0.2397,-0.0286,0.211
O=C1C2NC2C11CO1,-0.2422,-0.0364,0.2057
O=C1C2OC2C11CC1,-0.2428,-0.0291,0.2136
O=C1C2OC2C11CN1,-0.2484,-0.0401,0.2083
O=C1C2OC2C11CO1,-0.2485,-0.0471,0.2015
O=C1N2CC2C11CC1,-0.2433,-0.0111,0.2322
O=C1N2CC2C11CN1,-0.2524,-0.0238,0.2286
O=C1N2CC2C11CO1,-0.2527,-0.0339,0.2188
CC1C2CC2C11CC1,-0.2407,0.0938,0.3345
CC1C2CC2C11CO1,-0.249,0.0818,0.3308
CC1C2NC2C11CC1,-0.2229,0.0837,0.3066
CC1C2NC2C11CN1,-0.2253,0.0774,0.3027
CC1C2NC2C11CO1,-0.2345,0.0698,0.3043
CC1C2OC2C11CC1,-0.248,0.0922,0.3402
CC1C2OC2C11CN1,-0.2418,0.0748,0.3166
CC1C2OC2C11CO1,-0.2523,0.073,0.3253
CC1N2CC2C11CC1,-0.2228,0.087,0.3099
CC1N2CC2C11CN1,-0.2299,0.0719,0.3018
CC1N2CC2C11CO1,-0.2339,0.0761,0.31
OC1C2CC2C11CC1,-0.2485,0.0733,0.3217
OC1C2CC2C11CN1,-0.2389,0.0667,0.3056
OC1C2CC2C11CO1,-0.2462,0.0607,0.307
OC1C2CN2C11CC1,-0.2374,0.0636,0.3011
OC1C2NC2C11CC1,-0.2343,0.0742,0.3085
OC1C2NC2C11CN1,-0.2311,0.0675,0.2986
OC1C2NC2C11CO1,-0.2398,0.0584,0.2982
OC1C2OC2C11CC1,-0.2491,0.0795,0.3286
OC1C2OC2C11CN1,-0.242,0.0726,0.3146
OC1C2OC2C11CO1,-0.2475,0.0611,0.3086
C1CC11C=CC2CC12,-0.2137,0.0223,0.236
C1CC11C=CC2NC12,-0.2226,0.0149,0.2376
C1CC11C=CC2OC12,-0.2353,0.0013,0.2366
C1NC11C=CC2CC12,-0.2226,0.0143,0.2369
C1NC11C=CC2NC12,-0.2309,0.0068,0.2377
C1NC11C=CC2OC12,-0.2448,-0.0075,0.2374
C1OC11C=CC2CC12,-0.2375,0.0028,0.2402
C1OC11C=CC2NC12,-0.2429,-0.0044,0.2385
C1OC11C=CC2OC12,-0.2521,-0.0188,0.2332
C1CC11CCC2CC12,-0.2417,0.0896,0.3313
C1CC11CCC2OC12,-0.255,0.0936,0.3486
C1C2N1CCC21CC1,-0.2245,0.0894,0.3139
C1CC11COC2CC12,-0.2254,0.0883,0.3137
C1CC11OCC2CC12,-0.2275,0.0858,0.3133
C1CC11OCC2NC12,-0.2247,0.0732,0.2979
C1CC11OCC2OC12,-0.236,0.0869,0.3229
C1NC11CCC2NC12,-0.2341,0.0739,0.308
C1NC11CCC2OC12,-0.2458,0.0782,0.324
C1NC11CCN2CC12,-0.2296,0.078,0.3076
C1NC11COC2CC12,-0.2314,0.0734,0.3048
C1C2CCC3(CO3)C12,-0.2516,0.081,0.3326
C1OC11CCC2NC12,-0.2387,0.0725,0.3112
C1OC11CCC2OC12,-0.2576,0.0751,0.3327
C1OC11CCN2CC12,-0.2362,0.0782,0.3144
C1OC11COC2CC12,-0.234,0.0786,0.3126
C1CC12CCC23CC3,-0.2426,0.0888,0.3314
C1CC11CCC11CO1,-0.2543,0.0707,0.3249
C1CC12COC23CC3,-0.2214,0.0752,0.2966
C1CC11OCC11CN1,-0.2279,0.065,0.2929
C1CC11OCC11CO1,-0.2344,0.0698,0.3041
C1NC11CCC11CN1,-0.2345,0.05,0.2845
C1NC11CCC11CO1,-0.2423,0.0582,0.3005
C1OC11CCC11CO1,-0.2587,0.0468,0.3056
C#CC1C2CC1C=C2,-0.23,0.0008,0.2307
C#CC1C2OC1C=C2,-0.2435,-0.0151,0.2284
N#CC1C2CC1C=C2,-0.2495,-0.0176,0.232
N#CC1C2NC1C=C2,-0.2403,-0.0288,0.2115
N#CC1C2OC1C=C2,-0.2628,-0.0345,0.2283
C#CC1C2CC1CC2,-0.2481,0.0542,0.3023
C#CC1C2CC1OC2,-0.2366,0.0452,0.2818
C#CC1C2CCC1O2,-0.25,0.0351,0.2851
N#CC1C2CC1CC2,-0.2964,0.0344,0.3307
N#CC1C2CC1OC2,-0.2614,0.0244,0.2858
N#CC1C2CCC1N2,-0.253,0.018,0.271
N#CC1C2CCC1O2,-0.2713,0.013,0.2844
N#CC1C2CN1CC2,-0.2525,0.0158,0.2682
O=CC1C2CC1C=C2,-0.2302,-0.0297,0.2006
O=CC1C2OC1C=C2,-0.2422,-0.0437,0.1984
O=CN1C2CC1C=C2,-0.235,-0.0113,0.2237
O=CC1C2CC1CC2,-0.2476,-0.0223,0.2253
O=CC1C2CC1OC2,-0.2453,-0.0328,0.2124
O=CC1C2CCC1O2,-0.2469,-0.036,0.2108
O=CN1C2CC1CC2,-0.2395,0.016,0.2556
CCC1C2CC1C=C2,-0.2208,0.0198,0.2407
CCC1C2OC1C=C2,-0.2339,0.0026,0.2365
COC1C2CC1C=C2,-0.2246,0.0169,0.2415
COC1C2NC1C=C2,-0.2155,0.0057,0.2212
COC1C2OC1C=C2,-0.2381,0.0006,0.2387
OCC1C2CC1C=C2,-0.2223,0.018,0.2402
OCC1C2OC1C=C2,-0.2346,0.0004,0.235
CCC1C2CC1CC2,-0.2792,0.0896,0.3688
CCC1C2CC1OC2,-0.232,0.089,0.321
CCC1C2CCC1O2,-0.2406,0.0815,0.3221
COC1C2CC1CC2,-0.2431,0.0913,0.3345
COC1C2CC1OC2,-0.2273,0.0837,0.311
COC1C2CCC1O2,-0.2443,0.0784,0.3226
OCC1C2CC1CC2,-0.2606,0.078,0.3387
OCC1C2CC1OC2,-0.2351,0.0717,0.3068
OCC1C2CCC1O2,-0.2423,0.0668,0.3091
C#CC1C2C=CCN12,-0.2191,0.0047,0.2238
C#CC1C2CC=CC12,-0.2249,0.0158,0.2407
C#CC1C2CN=CN12,-0.2399,-0.009,0.2309
C#CC1C2OC=NC12,-0.2375,0.0067,0.2442
N#CC1C2C=CCN12,-0.2432,-0.0127,0.2306
N#CC1C2CC=CC12,-0.2472,-0.0003,0.247
N#CC1C2CN=CN12,-0.2661,-0.0275,0.2387
N#CC1C2OC=NC12,-0.2686,-0.0118,0.2568
C#CC1C2CCCC12,-0.2384,0.0491,0.2875
C#CC1C2CCCN12,-0.2251,0.0326,0.2577
C#CC1C2CCOC12,-0.2251,0.0449,0.27
C#CC1C2COCC12,-0.2409,0.0494,0.2904
C#CC1C2OCOC12,-0.2343,0.0407,0.2749
N#CC1C2CCCC12,-0.2816,0.0311,0.3128
N#CC1C2CCCN12,-0.2519,0.0112,0.263
N#CC1C2CCOC12,-0.2504,0.0257,0.2761
N#CC1C2COCC12,-0.2643,0.0291,0.2934
N#CC1C2OCOC12,-0.2572,0.0204,0.2775
O=CC1C2C=CCN12,-0.2306,-0.0314,0.1992
O=CC1C2CC=CC12,-0.2297,-0.0183,0.2114
O=CC1C2CN=CN12,-0.2455,-0.0443,0.2012
O=CC1C2OC=NC12,-0.2495,-0.0288,0.2207
O=CN1C2CC=CC12,-0.248,-0.0086,0.2394
O=CC1C2CCCC12,-0.2397,-0.0168,0.2229
O=CC1C2CCCN12,-0.241,-0.0316,0.2094
O=CC1C2CCOC12,-0.2387,-0.0203,0.2184
O=CC1C2COCC12,-0.2401,-0.0198,0.2203
O=CC1C2OCOC12,-0.2417,-0.0233,0.2185
O=CN1C2CCCC12,-0.2469,0.0094,0.2563
O=CN1C2COCC12,-0.2515,0.0058,0.2574
CCC1C2CC=CC12,-0.2224,0.0231,0.2455
CCC1C2OC=NC12,-0.24,0.0154,0.2554
CNC1C2OC=NC12,-0.2114,0.0093,0.2208
COC1C2CC=CC12,-0.2174,0.0247,0.2421
COC1C2OC=NC12,-0.2373,0.0158,0.2531
OCC1C2C=CCN12,-0.2168,0.0096,0.2264
OCC1C2CC=CC12,-0.2309,0.0144,0.2454
OCC1C2OC=NC12,-0.2482,0.0053,0.2535
CCC1C2CCCC12,-0.2555,0.0796,0.3351
CCC1C2CCOC12,-0.2319,0.0863,0.3182
CCC1C2COCC12,-0.2431,0.0813,0.3244
CCC1C2OCOC12,-0.2456,0.0889,0.3345
CCN1C2COCC12,-0.2207,0.0873,0.308
COC1C2CCCC12,-0.2341,0.0784,0.3126
COC1C2CCOC12,-0.2159,0.0802,0.2961
COC1C2COCC12,-0.2317,0.0753,0.307
COC1C2OCOC12,-0.2232,0.072,0.2952
OCC1C2CCCC12,-0.2532,0.0685,0.3217
OCC1C2CCCN12,-0.2207,0.0686,0.2893
OCC1C2CCOC12,-0.2444,0.0755,0.3199
OCC1C2COCC12,-0.241,0.076,0.3169
OCC1C2OCOC12,-0.2481,0.0804,0.3285
C#CC12C3CC1CC23,-0.2231,0.0375,0.2607
C#CC12C3CC1CN23,-0.2344,0.0226,0.257
C#CC12C3CC1OC23,-0.2305,0.0249,0.2554
C#CC12C3CN1CC23,-0.2326,0.0191,0.2516
N#CC12C3CC1CC23,-0.2608,0.016,0.2768
N#CC12C3CC1CN23,-0.2654,-0.0003,0.2652
N#CC12C3CC1NC23,-0.2507,0.0103,0.261
N#CC12C3CC1OC23,-0.261,0.0017,0.2628
N#CC12C3CN1CC23,-0.255,-0.0033,0.2516
O=CC12C3CC1CC23,-0.2418,-0.0153,0.2265
O=CC12C3CC1CN23,-0.249,-0.0311,0.2179
O=CC12C3CC1OC23,-0.2422,-0.0264,0.2158
O=CC12C3CN1CC23,-0.2412,-0.024,0.2172
CCC12C3CC1CC23,-0.2334,0.091,0.3244
CCC12C3CC1CN23,-0.2301,0.0879,0.318
CCC12C3CC1OC23,-0.225,0.0851,0.31
COC12C3CC1CC23,-0.2278,0.0927,0.3205
COC12C3CC1OC23,-0.2266,0.0792,0.3058
OCC12C3CC1CC23,-0.2319,0.0692,0.3011
OCC12C3CC1CN23,-0.2391,0.0734,0.3125
OCC12C3CC1OC23,-0.2334,0.073,0.3064
OCC12C3CN1CC23,-0.2308,0.0721,0.3029
C1CC11C2CC1C=C2,-0.2206,0.0162,0.2368
C1CC11C2OC1C=C2,-0.2297,0,0.2297
C1NC11C2NC1C=C2,-0.2179,0.0006,0.2184
C1NC11C2OC1C=C2,-0.236,-0.0042,0.2318
C1OC11C2CC1C=C2,-0.2301,0.012,0.242
C1OC11C2NC1C=C2,-0.2238,-0.0003,0.2235
C1OC11C2OC1C=C2,-0.2451,-0.0057,0.2394
C1CC11C2CC1CC2,-0.2647,0.0972,0.3619
C1CC11C2CC1OC2,-0.233,0.0967,0.3297
C1CC11C2CCC1O2,-0.2406,0.0884,0.329
C1NC11C2CC1OC2,-0.2351,0.0823,0.3174
C1NC11C2CCC1O2,-0.2416,0.0759,0.3174
C1OC11C2CC1CC2,-0.2542,0.0955,0.3497
C1OC11C2CC1OC2,-0.2364,0.0794,0.3158
C1OC11C2CCC1O2,-0.2535,0.0811,0.3345
O=C1C2CC1C1CC21,-0.2336,-0.0042,0.2295
O=C1C2CC1C1NC21,-0.2326,0.0024,0.2349
O=C1C2CC1C1OC21,-0.2444,-0.0073,0.2371
O=C1C2CC1N1CC21,-0.2229,-0.0172,0.2057
O=C1C2NC1C1CC21,-0.243,-0.0113,0.2318
O=C1C2NC1C1NC21,-0.2412,-0.0046,0.2366
O=C1C2NC1C1OC21,-0.2532,-0.0142,0.239
O=C1C2OC1C1CC21,-0.2495,-0.0101,0.2394
O=C1C2OC1C1NC21,-0.2483,-0.0038,0.2445
O=C1C2OC1C1OC21,-0.261,-0.0147,0.2463
CC1C2CC1C1CC21,-0.2476,0.1012,0.3488
CC1C2CC1C1OC21,-0.2511,0.0926,0.3437
CC1C2CC1N1CC21,-0.2234,0.0993,0.3227
CC1C2OC1C1CC21,-0.2406,0.0909,0.3315
CC1C2OC1C1NC21,-0.2334,0.079,0.3124
CC1C2OC1C1OC21,-0.2405,0.0711,0.3116
CN1C2CC1C1NC21,-0.1942,0.0828,0.2771
CN1C2CC1C1OC21,-0.2054,0.0797,0.2851
OC1C2CC1C1CC21,-0.2455,0.0757,0.3212
OC1C2CC1C1NC21,-0.2221,0.0779,0.2999
OC1C2CC1C1OC21,-0.2473,0.0747,0.322
OC1C2CC1N1CC21,-0.2223,0.0712,0.2935
OC1C2NC1C1NC21,-0.2382,0.0727,0.3109
OC1C2NC1C1OC21,-0.2462,0.0658,0.312
OC1C2OC1C1CC21,-0.2537,0.0808,0.3345
OC1C2OC1C1NC21,-0.2425,0.0699,0.3124
OC1C2OC1C1OC21,-0.254,0.0611,0.3151
CC1C2C3C(N13)C2=O,-0.2348,-0.0072,0.2276
CC1C2C3C1C(=O)N23,-0.247,0.0031,0.25
CC1C2C3C2C(=O)C13,-0.2341,0.0092,0.2433
CC1C2C3C2C(=O)N13,-0.2428,0.0021,0.2449
CC1C2C3N2C1C3=O,-0.248,-0.0152,0.2328
CN1C2C3C2C(=O)C13,-0.2134,0.0022,0.2155
OC1C2C3C1C(=O)N23,-0.248,-0.0026,0.2454
OC1C2C3C2C(=O)C13,-0.2362,0.0078,0.2441
OC1C2C3N2C1C3=O,-0.2504,-0.0162,0.2342
CC1C2C3C(C)C1N23,-0.2394,0.0713,0.3106
CC1C2C3C(C2O)N13,-0.2315,0.0683,0.2998
CC1C2C3C(O)C1N23,-0.2467,0.0581,0.3048
CC1C2C3C1C(C)N23,-0.2318,0.0888,0.3207
CC1C2C3C2C1C3C,-0.2429,0.0983,0.3412
CC1C2C3C2C1C3O,-0.2415,0.0839,0.3255
OC1C2C3C(O)C1N23,-0.2594,0.0444,0.3037
OC1C2C3C2C1C3O,-0.2357,0.0744,0.3102
C1CC11C2C3C1CN23,-0.2319,0.087,0.3189
C1CC11C2C3CC1C23,-0.2374,0.0989,0.3362
C1CC11C2C3CC1N23,-0.2316,0.079,0.3106
C1CC11C2C3CN1C23,-0.222,0.0871,0.3091
C1CC11C2C3OC1C23,-0.2282,0.0791,0.3073
C1CC11C2CC3C2N13,-0.2368,0.0884,0.3253
C1NC11C2C3C1CN23,-0.2332,0.0743,0.3076
C1NC11C2C3CC1N23,-0.2362,0.0727,0.309
C1NC11C2C3OC1C23,-0.2279,0.0675,0.2954
C1OC11C2C3C1CN23,-0.2439,0.0828,0.3267
C1OC11C2C3CC1C23,-0.2464,0.0981,0.3445
C1OC11C2C3CC1N23,-0.2452,0.0711,0.3163
C1OC11C2C3OC1C23,-0.2325,0.0689,0.3015
C#CC12C3C4C(C13)N24,-0.2258,0.0107,0.2365
C#CC12C3C4C1N4C23,-0.2153,0.0197,0.235
C#CC12C3C4C3C1C24,-0.2164,0.0314,0.2478
C#CC12C3C4C3N1C24,-0.2198,0.0137,0.2335
N#CC12C3C4C(C13)N24,-0.2494,-0.0129,0.2365
N#CC12C3C4C1N4C23,-0.2434,-0.0038,0.2397
N#CC12C3C4C3C1C24,-0.2487,0.009,0.2577
N#CC12C3C4C3N1C24,-0.2462,-0.0099,0.2363
O=CC12C3C4C(C13)N24,-0.2345,-0.0372,0.1973
O=CC12C3C4C1N4C23,-0.2366,-0.0288,0.2077
O=CC12C3C4C3C1C24,-0.2353,-0.0179,0.2174
O=CC12C3C4C3N1C24,-0.2313,-0.0418,0.1895
CCC12C3C4C(C13)N24,-0.2113,0.0697,0.281
CCC12C3C4C1N4C23,-0.209,0.0687,0.2777
CCC12C3C4C3C1C24,-0.2172,0.0851,0.3023
CCC12C3C4C3N1C24,-0.2102,0.069,0.2792
COC12C3C4C1N4C23,-0.2115,0.0657,0.2772
COC12C3C4C3C1C24,-0.2162,0.0833,0.2996
OCC12C3C4C(C13)N24,-0.2205,0.0565,0.2771
OCC12C3C4C1N4C23,-0.2182,0.0517,0.2699
OCC12C3C4C3C1C24,-0.2166,0.0641,0.2807
OCC12C3C4C3N1C24,-0.2223,0.0576,0.2799
O=C1C2CC3CC2C13,-0.233,-0.0042,0.2288
O=C1C2CC3CN2C13,-0.2453,-0.0224,0.2229
O=C1C2CC3OC2C13,-0.2379,-0.0196,0.2183
O=C1C2CN3CC2C13,-0.2392,-0.02,0.2192
O=C1C2OC3CC2C13,-0.2288,-0.0196,0.2092
CC1C2CC3CC2C13,-0.2669,0.0943,0.3612
CC1C2CC3OC2C13,-0.2364,0.0899,0.3263
CC1C2OC3CC2C13,-0.2382,0.09,0.3282
CN1C2CC3OC2C13,-0.2146,0.0754,0.2899
OC1C2CC3CC2C13,-0.2558,0.0769,0.3327
OC1C2CC3CN2C13,-0.2288,0.064,0.2928
OC1C2CC3OC2C13,-0.2376,0.0701,0.3077
OC1C2CN3CC2C13,-0.2214,0.0678,0.2893
OC1C2OC3CC2C13,-0.2409,0.0779,0.3188
C#CC1C2C3C1CN23,-0.2381,0.0454,0.2834
C#CC1C2C3CC1C23,-0.2462,0.0459,0.2921
C#CC1C2C3CC1N23,-0.2507,0.0358,0.2866
C#CC1C2C3CN1C23,-0.2297,0.0272,0.2569
C#CC1C2C3OC1C23,-0.2357,0.0372,0.273
C#CC1C2CC3C2N13,-0.2399,0.0282,0.2681
N#CC1C2C3C1CN23,-0.2608,0.0245,0.2852
N#CC1C2C3CC1C23,-0.2711,0.0251,0.2962
N#CC1C2C3CC1N23,-0.2689,0.0138,0.2826
N#CC1C2C3CN1C23,-0.2516,0.005,0.2566
N#CC1C2C3NC1C23,-0.234,0.0239,0.2579
N#CC1C2C3OC1C23,-0.2573,0.015,0.2723
N#CC1C2CC3C2N13,-0.2631,0.0061,0.2693
O=CC1C2C3C1CN23,-0.252,-0.0258,0.2261
O=CC1C2C3CC1C23,-0.2384,-0.0203,0.2181
O=CC1C2C3CC1N23,-0.2412,-0.0309,0.2102
O=CC1C2C3CN1C23,-0.2341,-0.0285,0.2055
O=CC1C2C3OC1C23,-0.2382,-0.0296,0.2086
O=CC1C2CC3C2N13,-0.2469,-0.0292,0.2177
O=CN1C2C3CC1C23,-0.2318,0.0182,0.25
CCC1C2C3C1CN23,-0.2338,0.0828,0.3166
CCC1C2C3CC1C23,-0.2424,0.0866,0.329
CCC1C2C3CC1N23,-0.2389,0.0729,0.3118
CCC1C2C3OC1C23,-0.2294,0.0746,0.304
CCC1C2CC3C2N13,-0.2337,0.0937,0.3274
COC1C2C3C1CN23,-0.2332,0.0805,0.3137
COC1C2C3CC1C23,-0.2409,0.0876,0.3285
COC1C2C3CC1N23,-0.2458,0.0685,0.3144
COC1C2C3OC1C23,-0.2311,0.0743,0.3054
OCC1C2C3C1CN23,-0.2358,0.0716,0.3074
OCC1C2C3CC1C23,-0.2413,0.076,0.3173
OCC1C2C3CC1N23,-0.2404,0.0696,0.31
OCC1C2C3CN1C23,-0.2343,0.0652,0.2996
OCC1C2C3OC1C23,-0.2373,0.0559,0.2932
OCC1C2CC3C2N13,-0.2468,0.0756,0.3224
CC1C2C3C=CC2C13,-0.2166,0.0093,0.226
CC1C2C3C=CC2N13,-0.2128,-0.0049,0.2079
OC1C2C3C=CC2C13,-0.2175,0.0084,0.2259
CC1C2C3CCC2C13,-0.2821,0.1043,0.3864
CC1C2C3COC2C13,-0.2334,0.1003,0.3336
CN1C2C3COC2C13,-0.215,0.0877,0.3027
OC1C2C3CCC2C13,-0.2494,0.0783,0.3277
OC1C2C3CCN2C13,-0.232,0.0746,0.3066
OC1C2C3COC2C13,-0.2342,0.0778,0.312
C1C2C1C1CC2C=C1,-0.2357,0.0198,0.2556
C1C2C1C1OC2C=C1,-0.234,0.0085,0.2424
C1C2C=CC1C1OC21,-0.2325,0.0049,0.2374
N1C2C1C1OC2C=C1,-0.2338,0.0144,0.2482
N1C2C=CC1C1OC21,-0.2206,-0.0032,0.2173
O1C2C1C1OC2C=C1,-0.2395,0.0036,0.2431
C1C2C1C1CC2CO1,-0.2412,0.0872,0.3284
C1C2C1C1CCC2C1,-0.2535,0.0856,0.3391
C1C2C1C1CCC2O1,-0.2463,0.0814,0.3277
C1C2C1C1OCC2O1,-0.253,0.0825,0.3355
C1C2C3CC(CO3)N12,-0.2249,0.0956,0.3205
C1CC2CC1C1OC21,-0.2537,0.0899,0.3436
C1CC2OC1C1NC21,-0.2315,0.0771,0.3086
C1CC2OC1C1OC21,-0.2522,0.0888,0.341
C1OC2CC1C1NC21,-0.2346,0.0793,0.3139
C1OC2CC1C1OC21,-0.246,0.0862,0.3322
C1OC2OC1C1NC21,-0.2407,0.0741,0.3148
C1OC2OC1C1OC21,-0.2584,0.0832,0.3416
C1C2CC3C=CC2C13,-0.2278,0.0201,0.2479
C1C2OC3C2C=CC13,-0.2325,0.0079,0.2405
C1C2OC3C=CC2C13,-0.2391,0.0072,0.2463
C1C2C3COC2CN13,-0.222,0.0925,0.3145
C1C2CC3CCC2C13,-0.2757,0.0906,0.3663
C1C2CC3COC2C13,-0.233,0.0964,0.3295
C1C2CC3OCC2C13,-0.2351,0.0941,0.3292
C1C2OC3CCC2C13,-0.2319,0.0922,0.3241
C1C2OC3COC2C13,-0.2272,0.0933,0.3205
