smiles,lumo,gap,energy,ionization_potential aip,electron_affinity aea
c1ccc2c(c1)ccc1nc3c(ccc4c5c(sc43)-c3cc4cc6sc7ccsc7c6cc4cc3C5)nc12,-8.86690586,1.78539457,-95.90415706,11.35002079,-7.817484465
c1ccc2c(c1)c1ncccc1c1nc3c(nc21)c1c(c2c4sc5ccsc5c4[se]c32)-c2[nH]c3ccsc3c2C1,-8.74672118,1.65946571,-102.450097,11.20522785,-7.597161651
C1=Cc2sc3c4[nH]c5c6sc7c8ccccc8sc7c6sc5c4c4nsnc4c3c2C1,-8.63046544,1.69603398,-81.54755217,11.48198819,-7.355500745
c1ccc2c(c1)Sc1c(c3c4c([nH]c3c3c1ccc1nsnc13)-c1[nH]c3c([nH]c5sccc53)c1C4)S2,-8.46445525,1.61848455,-94.84810478,11.04589884,-7.202567506
C1=CC2=C(C1)c1c([nH]c3c4c(sc13)-c1ccccc1OC4)CO2,-7.86387953,2.12613989,-63.46862331,11.48494798,-6.517410033
C1=Cc2sc3c([nH]c4c3[nH]c3c5ccccc5sc34)c2C1,-7.79250866,2.19147131,-55.10805287,11.46994796,-6.290118651
c1ccc2c(c1)ccc1nc3c(nc12)c1sc2c([nH]c4oc5c6c(sc5c42)C2=C(C6)c4cc5sc6ccsc6c5cc4C2)c1c1ccsc13,-8.68919479,1.56066172,-126.5369873,10.93544967,-7.840237549
c1cc2c(s1)-c1[nH]c3[se]c4c5sccc5sc4c3c1C2,-7.47937751,2.50835105,-53.10688411,11.43572391,-6.121434366
C1=CC2=C(C1)C1=C(C2)c2[nH]c3[nH]c4cc5c(cc4c3c2C1)C=CC5,-7.84907533,1.72298502,-61.49760598,11.13062915,-6.432337129
C1=Cc2sc3c(sc4cc5c(cc43)[se]c3c4[nH]c6ccsc6c4sc53)c2C1,-8.07983867,1.99092722,-70.59137858,11.17930028,-6.778330352
c1cc2[nH]c3cc4c(cc3c2[nH]1)oc1c4oc2c3sccc3sc12,-7.92443967,2.24790345,-65.55262724,11.4669245,-6.426055921
c1cc2c3nc4c5nsnc5c5nsnc5c4nc3c3cc4c(cc3c2[nH]1)[nH]c1c2cc3sccc3cc2[se]c41,-8.60400159,1.950567,-104.5734518,11.36488829,-7.819746821
c1ccc2c3c([nH]c2c1)-c1sc2c(sc4c5ccccc5sc24)c1C3,-8.23181755,2.00355171,-64.63334155,11.53869212,-6.784646662
c1ccc2c(c1)sc1c2sc2c3cc4oc5c([nH]c6c7c(sc65)-c5sc6c(c5C7)Cc5c-6ccc6nsnc56)c4cc3sc21,-8.79948331,1.4567033,-115.3711456,11.12158163,-7.890239857
c1cc2[nH]c3c(sc4c3sc3c5ccc6nsnc6c5sc34)c2s1,-8.68195863,1.83859521,-64.57065744,11.80471376,-7.133745522
c1cc2cc3sc4c([nH]c5[nH]c6c([nH]c7ccsc76)c54)c3cc2s1,-7.51022893,2.47249765,-63.588908,11.12114244,-6.204726013
c1cc2c([nH]1)C1=C(OC2)c2[nH]c3cc4c(cc3c2CO1)sc1ccsc14,-8.01597643,1.70145462,-71.96706336,11.12074243,-6.530210004
c1cc2c(s1)-c1c(c3nsnc3c3c4nsnc4c4c5c([nH]c4c13)-c1c(ccc3sc4ccsc4c13)C5)C2,-9.01429831,1.58784446,-99.57123845,11.58544376,-7.757726598
c1ccc2c(c1)c1ncccc1c1nc3c(nc21)c1c([nH]c2c4[nH]ccc4sc21)c1sc2c4sccc4sc2c31,-8.56860674,1.72595944,-103.3521204,11.10830819,-7.411726572
C1=Cc2c(c3cc4sc5c6nsnc6c6c(c5c4cc3c3nccnc23)-c2sccc2C6)CO1,-8.97844761,1.71180236,-89.98585967,11.65058758,-7.785946997
c1ccc2c(c1)c1ccccc1c1nc3c(ccc4sc5c(sc6ccc7sccc7c65)c43)nc21,-8.87715737,1.85945902,-88.49353872,11.55384996,-7.612280032
C1=Cc2cc3c(cc2C1)-c1sc2c([se]c4c5sccc5[se]c24)c1C3,-8.10904057,1.97682855,-61.76841967,11.40140925,-6.682896162
C1=Cc2sc3c4c(sc3c2C1)-c1[se]c2c([se]c3ccccc32)c1C4,-8.22869454,1.76040159,-61.75973722,11.37904801,-6.746258724
c1cc2sc3c(c2s1)Cc1c-3[nH]c2c1sc1c3sccc3c3nsnc3c21,-8.65014523,1.56933856,-72.00005512,11.57998107,-7.166326275
c1cc2sc3c(c2[se]1)Cc1c-3[se]c2c1sc1c3ccc4nc5cc6nsnc6cc5nc4c3sc12,-9.39642506,1.04909445,-91.39837348,11.41637851,-7.945067291
c1cc2sc3c([se]c4c5nsnc5c5[nH]c6ccsc6c5c34)c2[nH]1,-8.36932424,1.93369301,-64.27551596,11.55238436,-6.697498072
c1cc2c([nH]1)sc1c3[nH]c4c(c3[se]c21)-c1sccc1C4,-7.05562574,2.70634328,-53.14500968,11.22305512,-5.715542321
c1cc2c([nH]1)[nH]c1c2c2nsnc2c2c3c4c([se]c3c3nsnc3c12)-c1sc2c(c1C4)Cc1ccsc1-2,-8.80463532,1.37080217,-97.64096042,11.22317621,-7.528281162
c1cc2c(s1)C1=C(OC2)c2sc3c(sc4ccc5ccc6ccsc6c5c43)c2CO1,-8.46169502,1.49149573,-81.4229747,11.30214016,-7.094582059
c1cc2cc3[se]c4c([nH]c5c6n[se]nc6c6sc7ccsc7c6c54)c3cc2s1,-8.52369795,1.89738599,-73.43684221,11.47486153,-7.129174551
c1cc2[nH]c3c(c2s1)C1=C(CO3)c2cc3sc4ccsc4c3cc2C1,-7.90497992,2.05675297,-67.21677386,11.31415181,-6.521044388
c1cc2[se]c3c(sc4c3sc3c5sc6cscc6c5[se]c34)c2s1,-8.09838389,1.97569393,-61.16585289,11.35443775,-6.612055364
c1ccc2c(c1)Sc1c(c3c(sc4c3sc3c5ccc6nsnc6c5[se]c34)c3cc4sccc4cc13)S2,-8.70609575,1.73662357,-96.51863045,11.32494032,-7.675136189
C1=Cc2c(c3sc4c(c3c3ncnnc23)Cc2c-4sc3c2sc2ccsc23)CO1,-8.90223247,1.43625211,-78.28571408,11.53465667,-7.421619276
c1cc2c([nH]1)sc1c2[nH]c2c3nc4cc5nsnc5cc4nc3c3sc4c5sccc5sc4c3c21,-9.23714951,1.15559133,-92.69990043,11.40528361,-7.641566846
c1cc2c3c(sc2[nH]1)C1=C(C3)c2cc3c(cc2C1)-c1sccc1C3,-7.98269897,1.94633957,-61.99064923,11.34084865,-6.473266067
C1=CC2=C(C1)c1sc3c(c1C2)Cc1[nH]c2sc4cc[nH]c4c2c1C3,-7.71349336,2.25647574,-63.60567676,11.14368409,-6.156003729
c1cc2c([nH]1)-c1sc3cc4c(cc3c1C2)sc1c4sc2c3ccc4c5cc[nH]c5sc4c3sc21,-8.04288323,1.96761581,-88.47450267,10.91042444,-6.881803605
C1=Cc2c(ccc3sc4c5sc6c(c5sc4c23)OCc2c-6sc3ccccc23)OC1,-8.51888795,1.74613466,-81.42648761,11.39783231,-7.20274683
C1=Cc2sc3c(sc4cc5c(cc43)-c3sc4ccsc4c3C5)c2C1,-8.0031233,2.41745405,-62.46299368,11.55241347,-6.805447056
c1cc2sc3cc4c(cc3c2[nH]1)c1nc2c3nsnc3c3nsnc3c2nc1c1c4sc2c3sccc3sc21,-8.86020893,1.86419606,-103.2599933,11.5411202,-7.888015598
C1=CC2=C(C1)c1[nH]c3c4c([nH]c3c1C2)Cc1c-4sc2ccc3nc4c5nsnc5c5nsnc5c4nc3c12,-8.76329665,1.56033407,-100.1211253,11.33258101,-7.794259263
C1=Cc2[se]c3c(c2C1)Cc1cc2cc4c(cc2cc1-3)sc1ccccc14,-8.33410688,2.01186815,-65.34359638,11.54049189,-7.007674562
C1=Cc2c(c3[nH]c4c(c3c3n[se]nc23)Cc2c-4[nH]c3[se]ccc23)OC1,-8.28869343,1.5774344,-67.58561052,11.28450635,-6.679393511
C1=Cc2sc3c4c(sc3c2C1)-c1c([nH]c2c1Cc1cc[se]c1-2)C4,-7.7290691,2.09285874,-60.00588258,11.20177962,-6.415522388
c1cc2[nH]c3c(sc4c3sc3c5sc6c([nH]c7ccc8nsnc8c76)c5sc43)c2[nH]1,-8.39540839,1.68877837,-80.51353858,11.19892759,-7.053228078
c1cc2c(s1)-c1sc3c([se]c4ccc5sc6ccsc6c5c43)c1C2,-8.14014006,2.05686568,-62.63024147,11.5054719,-6.679303985
C1=Cc2cc3sc4c(c3cc2CO1)Cc1c-4sc2c1[se]c1ccsc12,-8.23883632,1.86612581,-66.81837139,11.3933525,-6.782027292
C1=Cc2c([nH]c3ccc4c(c23)-c2c(c3[se]ccc3c3n[nH]nc23)C4)C1,-8.0733871,1.9989789,-64.85746661,11.42313674,-6.54179689
c1ccc2c(c1)[nH]c1c2[nH]c2c1sc1c2sc2c3[se]ccc3[se]c12,-7.80894544,2.10667752,-62.86026486,11.16329644,-6.383011568
c1cc2[nH]c3c(oc4c3sc3c4sc4cc[se]c43)c2[nH]1,-7.65024534,2.22941517,-54.64632645,11.40303976,-5.939134585
c1cc2sc3c4[nH]c5sc6c(sc7cc[se]c76)c5c4c4nsnc4c3c2s1,-8.46234691,1.86986161,-72.16046749,11.48445218,-6.995142351
c1ccc2c(c1)COc1c-2sc2c1sc1c3ccccc3sc21,-8.29804967,2.12398868,-61.36824269,11.82053991,-6.795629183
C1=Cc2sc3c(c2C1)Cc1c-3sc2c1sc1ccsc12,-8.22186865,1.84009924,-52.90780485,11.69510516,-6.528759364
c1ccc2c(c1)sc1c3c(sc12)-c1sc2c(sc4[nH]ccc42)c1C3,-8.03257441,2.01436597,-63.01386852,11.41001812,-6.505614163
c1cc2sc3c(c2s1)Cc1cc2c(cc1-3)[se]c1c3sccc3sc21,-8.14052212,2.11625169,-62.63060226,11.48132287,-6.719571143
C1=Cc2[nH]c3cc4c5c(sc4cc3c2OC1)C1=C(OC5)c2sc3c([se]c4ccsc43)c2C1,-8.36117853,1.37133452,-86.91838595,10.90150318,-7.061455717
c1cc2c(s1)c1nc3c4ccsc4c4sccc4c3nc1c1sc3c([nH]c4c3sc3[nH]c5ccsc5c34)c21,-8.50531911,1.73495681,-99.58695339,11.00686,-7.263322127
C1=Cc2[nH]c3cc4c(cc3c2C1)sc1c2c([nH]c14)C=CC2,-7.77465754,2.13425177,-54.60006463,11.38747456,-6.277574468
C1=Cc2cc3cc4c5c(c6c(c4cc3cc2C1)CC=C6)-c1ccccc1C5,-8.55424384,1.87550857,-66.79196733,11.71683564,-7.149945285
c1ccc2c3c([nH]c2c1)-c1sc2c(sc4c2sc2ccc5nsnc5c24)c1C3,-8.78407677,1.62568909,-73.61338463,11.65179549,-7.363661716
c1cc2c([nH]1)sc1c2sc2c1sc1c2sc2ccc3sccc3c21,-7.95522566,2.23541651,-63.5304569,11.44244758,-6.467722833
c1cc2sc3c(c2[nH]1)Cc1c-3[nH]c2sc3c4sccc4sc3c12,-7.49915845,2.36248212,-61.42753708,11.2106723,-6.200163205
C1=Cc2sc3c(sc4[nH]c5c(c43)Cc3cc4ccsc4cc3-5)c2C1,-7.74318899,2.41398526,-62.49595053,11.40444876,-6.567273291
c1ccc2c(c1)[nH]c1c3nsnc3c3sc4c5sc6cc7c(cc6c5sc4c3c21)[nH]c1sccc17,-8.58182439,1.81281017,-91.65912151,11.30065768,-7.35891251
c1cc2[nH]c3c([nH]c4sc5c6nsnc6c6sc7ccsc7c6c5c43)c2[nH]1,-8.38441665,1.81881025,-72.5771061,11.39008114,-6.755702984
c1cc2c(s1)-c1sc3c(c1C2)Cc1c-3c2c3sccc3sc2c2n[nH]nc12,-8.25361461,1.91954213,-71.48555303,11.48939024,-6.949638904
c1ccc2c(c1)sc1cc3c4c(sc3cc12)Cc1c-4[se]c2c1sc1c3[nH]c4c(c3sc12)Cc1c-4[nH]c2cc[nH]c12,-7.90011461,1.73146098,-103.4992483,10.5792353,-7.014601496
C1=Cc2[nH]c3c(sc4c3[nH]c3sc5c6sccc6[se]c5c34)c2OC1,-7.55089635,2.25088561,-65.77487316,11.0541507,-6.326466007
C1=Cc2[se]c3c(c2C1)-c1sc2[nH]c4c(sc5ccc6nc7cc8nsnc8cc7nc6c54)c2c1CO3,-9.35834298,1.05620983,-95.97888363,11.37739709,-7.823943907
c1ccc2c(c1)ccc1nc3c(nc12)c1c2sc4cc5cc[nH]c5cc4c2sc1c1c2ccsc2c2nc4ccc5ccccc5c4nc2c31,-9.03003544,1.31700214,-126.1663342,11.12261948,-7.919603407
c1cc2c3nsnc3c3c([nH]c4c5[se]c6c7[se]ccc7[se]c6c5[se]c43)c2[nH]1,-8.10763206,1.82818179,-71.15803856,11.13511849,-6.773665774
C1=Cc2sc3c4c(sc3c2C1)-c1[se]c2c(sc3c5sc6ccsc6c5sc32)c1C4,-8.3311679,1.57812503,-76.35477877,11.13393534,-7.017287533
c1ccc2c(c1)sc1cc3c(cc12)sc1c2cc4[se]ccc4cc2[nH]c31,-8.10821796,2.13497387,-66.41779979,11.42951101,-6.807831319
C1=Cc2cc3[se]c4c(c3cc2OC1)OCc1c-4[se]c2cc3c(cc12)CC=C3,-8.30820388,1.72692897,-72.28086341,11.30499518,-6.926177235
c1ccc2c(c1)c1nsnc1c1sc3c4c(sc3c21)-c1cc2c(ccc3nsnc32)cc1C4,-9.07645773,1.80631156,-85.78459962,11.9198686,-7.980791233
C1=Cc2sc3c(sc4c5c(sc43)C3=C(C5)c4cc5c(cc4C3)-c3sc4c(sc6ccsc64)c3C5)c2C1,-8.44763201,1.50613038,-93.16484053,10.97839933,-7.340434065
C1=Cc2sc3c(c2C1)Cc1cc2c(cc1-3)sc1c2sc2c3oc4cc5cc[nH]c5cc4c3[se]c21,-8.25762701,1.84391438,-88.57368583,11.03720072,-7.14836403
c1cc2cc3c(ccc4sc5cc6ccsc6cc5c43)cc2s1,-8.37656134,2.16167049,-58.78533023,11.83425092,-6.867223465
c1cc2sc3c(c2s1)Cc1c-3sc2cc3c4c(sc3cc12)-c1sc2ccsc2c1C4,-8.4036953,1.69446866,-78.32638577,11.23583223,-7.138986982
c1cc2cc3c(cc2s1)-c1sc2c([se]c4c5cc6sccc6cc5sc24)c1CO3,-8.36609618,1.94210336,-76.891973,11.36000357,-7.076999413
c1cc2c(s1)-c1sc3c(c1C2)Cc1c-3sc2c1Cc1ccc3nsnc3c1-2,-8.86022346,1.34228676,-70.93024743,11.6527615,-7.395496605
c1ccc2c(c1)Cc1nc3ccc4[nH]c5sc6c([nH]c7c6sc6c8sccc8sc76)c5c4c3nc1-2,-8.41157542,1.76047525,-91.14979413,11.1787517,-7.19218418
c1cc2[se]c3c(sc4c5sc6c(sc7cc[se]c76)c5sc43)c2s1,-8.09929091,1.98823562,-61.16859943,11.38129622,-6.611521476
C1=Cc2c(c3cc4c(cc3c3nsnc23)-c2sccc2C4)C1,-8.78990671,1.8998827,-57.19555857,12.15450951,-7.136119172
c1cc2cc3sc4c5cc6c(cc5[nH]c4c3cc2[nH]1)-c1c(ccc2nsnc12)C6,-8.66360901,1.69110418,-75.28656945,11.49740726,-7.244798511
c1ccc2c3c([nH]c2c1)-c1c(c2c4n[se]nc4c4c(sc5c6[nH]c7cc8c(cc7c6[se]c54)sc4ccsc48)c2c2nc4ccncc4nc12)C3,-9.23365256,1.03843916,-128.6181055,11.03589185,-7.986804136
C1=CC2=C(C1)c1[nH]c3c4sc5c(c4c4nc6c7ccsc7c7sccc7c6nc4c3c1C2)Cc1c-5sc2c1sc1ccsc12,-8.59440759,1.36202609,-113.8767026,10.89461298,-7.53930967
c1cc2[se]c3c4[nH]c5c6[nH]c7ccc8nsnc8c7c6[se]c5c4sc3c2s1,-8.39233664,1.72499855,-71.84663062,11.32414847,-7.008671043
c1cc2[nH]c3c(sc4c3sc3c4sc4c3sc3c5[nH]ccc5c5nsnc5c34)c2[nH]1,-8.30390527,1.72547248,-80.52388883,11.16552043,-6.912310306
C1=Cc2sc3c(c2C1)Cc1c-3sc2c1Cc1cc3c(cc1-2)Cc1ccccc1-3,-8.35242929,1.74336503,-70.99292082,11.44307344,-7.024685768
c1cnc2c(n1)c1c(sc3c4[nH]c5cc[nH]c5c4sc31)c1ccc3cc[se]c3c12,-8.37521755,1.81943377,-75.44163096,11.24860989,-6.935511289
c1ccc2c(c1)sc1ccc3sc4c5c(sc4c3c12)-c1sc2c(c1C5)Cc1c-2sc2ccsc12,-8.48448483,1.60615168,-87.87823516,11.19789192,-7.271581875
C1=Cc2sc3c([nH]c4c3sc3[nH]c5[nH]c6ccsc6c5c34)c2C1,-7.42473307,2.30581801,-61.4500326,11.06378489,-6.033742909
C1=CC2=C(C1)c1sc3c(sc4c5c(sc43)-c3[nH]ccc3C5)c1C2,-8.11429726,1.66143068,-60.36374528,11.29150839,-6.522163321
C1=Cc2sc3cc4c(cc3c2C1)sc1cc[nH]c14,-7.90791461,2.31230295,-47.15104592,11.8124652,-6.132794309
C1=Cc2c(c3nsnc3c3ccc4c5sc6c7sccc7[se]c6c5sc4c23)C1,-8.69425079,1.96516834,-73.22305659,11.66916072,-7.349869618
c1cc2c3nsnc3c3cc4c(cc3c2o1)sc1c4sc2c1sc1c3sc4ccsc4c3sc12,-8.65466646,1.86995506,-90.95338377,11.48008938,-7.573213714
c1cc2sc3cc4c5c(c6n[nH]nc6c4cc3c2s1)-c1sc2c(sc3c4sccc4sc23)c1CO5,-8.4708758,1.63912672,-94.18415717,11.18130222,-7.307883788
c1cc2sc3c([nH]c4c5c(sc43)CCC5)c2s1,-7.49008242,2.5770989,-46.6318958,11.78029534,-5.607029517
c1cc2c([nH]1)Cc1c-2oc2c1sc1c3[nH]c4ccsc4c3sc21,-7.61462708,2.19752793,-62.41911757,11.25012774,-6.10300735
c1cnc2nc3c(ccc4c5[nH]c6c([nH]c7ccc8nccnc8c76)c5sc43)nc2c1,-9.13729727,1.37777823,-80.60379654,11.54328024,-7.73423935
c1cc2c(s1)c1nsnc1c1[nH]c3sc4c5[nH]c6c([nH]c7ccsc76)c5sc4c3c21,-8.30569329,1.82054869,-80.51216118,11.21984608,-6.951414448
c1ccc2c(c1)Cc1c-2sc2c1sc1c3sc4c(c3sc21)Cc1c-4sc2c1sc1c3sccc3sc21,-8.47223026,1.56404855,-94.19132709,11.06090429,-7.356285249
c1cc2sc3cc4c(cc3c2[nH]1)Cc1c-4c2c3sccc3sc2c2nc3c4nsnc4c4nsnc4c3nc12,-8.94683183,1.89466101,-102.7532849,11.5678807,-7.911243249
c1cc2c([nH]1)-c1sc3c([nH]c4c3sc3c5cc6[se]c7cc8[nH]c9ccsc9c8cc7c6cc5sc43)c1C2,-7.88250802,1.94367672,-96.08931369,10.6554011,-6.916131602
c1cc2sc3c([nH]c4c5c(sc43)-c3sc4c(c3C5)Cc3c-4sc4ccsc34)c2[nH]1,-8.10356501,1.58092805,-76.78114616,10.94922272,-6.687980884
c1ccc2cc3c(cc2c1)sc1c2cc4sc5cc[se]c5c4cc2sc31,-8.38379373,2.01011473,-66.36843937,11.55728595,-7.072880423
C1=Cc2sc3cc4c(cc3c2OC1)sc1c2sc3ccccc3c2[se]c41,-8.33943555,1.85839888,-68.94851846,11.42262924,-6.958782751
c1ccc2c(c1)OCc1cc3c(cc1-2)Cc1c-3sc2c1sc1c2[nH]c2sc3ccsc3c21,-8.14136438,2.06498875,-84.68859274,11.21367753,-6.996118152
C1=Cc2[se]c3cc4c5c(sc4cc3c2C1)C1=C(C5)c2sccc2C1,-8.29563471,1.68397239,-61.59255216,11.38630148,-6.809826731
c1cc2sc3c4c([nH]c3c2[nH]1)-c1[nH]c2sc3ccsc3c2c1C4,-7.21400677,2.42522583,-61.46002885,11.04911006,-5.939241254
C1=Cc2[nH]c3cc4sc5c(sc6c7nsnc7c7sccc7c65)c4cc3c2C1,-8.57566317,1.94544716,-73.61606993,11.59498734,-7.249444313
c1cc2[se]c3c4cc5sc6[nH]c7cc8c(cc7c6c5cc4sc3c2s1)sc1[nH]c2c(sc3[nH]c4ccsc4c32)c18,-7.72519531,2.17884793,-104.5283263,10.58462044,-6.92848449
C1=Cc2[se]c3c([nH]c4c3sc3c5nc6ccc7ccccc7c6nc5c5c6n[se]nc6c6c(c5c43)CC=C6)c2C1,-8.99615571,1.45347804,-102.0805966,11.26065828,-7.744216682
C1=Cc2[nH]c3cc4c(cc3c2C1)sc1cc2c3c(sc2cc14)-c1sccc1C3,-8.16772533,2.04798761,-72.05210283,11.2691379,-6.931548765
C1=Cc2sc3c4c(sc3c2C1)-c1sc2c(sc3ccsc32)c1OC4,-8.33538568,1.64875839,-65.54854983,11.4684097,-6.80585169
c1cc2c3c([nH]c2[nH]1)C1=C(C3)c2sc3c(sc4ccsc43)c2C1,-7.88889308,1.70759917,-60.90967862,11.12256941,-6.230832902
c1cc2sc3c4c(sc3c2[nH]1)C1=C(C4)C2=C(C1)c1sccc1C2,-8.22618486,1.44058136,-60.36612662,11.25843484,-6.511181616
c1ccc2c3c([nH]c2c1)Cc1c-3sc2c1[se]c1c3nsnc3c3[nH]c4cc[se]c4c3c21,-8.32083781,1.77763559,-80.89212822,11.19988788,-7.014419179
c1ccc2c(c1)c1nsnc1c1sc3c4sc5c6c(sc5c4sc3c21)-c1sccc1C6,-8.74018711,1.7075112,-81.50338183,11.60654729,-7.519224391
c1cc2c(s1)c1nc3cc4nsnc4cc3nc1c1[nH]c3c4sc5[nH]c6ccsc6c5c4sc3c21,-9.23217924,1.16433448,-92.69250682,11.39053122,-7.681466649
C1=Cc2[nH]c3c(sc4c5[nH]c6c7cc8ccccc8cc7sc6c5sc34)c2CO1,-8.07912057,1.88434237,-77.29759771,11.12525028,-6.871076055
c1cc2cc3sc4c(sc5c6sc7c([nH]c8c7sc7c8sc8c9sccc9sc87)c6sc45)c3cc2[nH]1,-8.16861597,1.80286372,-95.29584329,10.85368377,-7.108882466
c1cc2sc3c(c2s1)Cc1c-3sc2c3c(sc12)-c1sc2cc4c(cc2c1C3)sc1ccsc14,-8.45940356,1.57134223,-86.26010699,11.11487702,-7.24975153
C1=CC2=C(C1)c1sc3c(sc4cc5c(cc43)[se]c3ccsc35)c1C2,-8.24565673,1.84890711,-62.10802081,11.40987472,-6.794183713
c1cc2[nH]c3c(c2[se]1)Cc1c-3sc2c1sc1c3[se]ccc3[se]c21,-7.86702821,1.84556771,-60.34050744,11.09099194,-6.361140405
c1cc2[se]c3c4nsnc4c4c(c3c2[nH]1)-c1sc2c([nH]c3cscc32)c1C4,-8.55792025,1.69441576,-71.68609424,11.42954693,-7.012666493
c1cnc2nc3ccc4sc5c(c4c3nc2c1)Cc1c-5sc2c1sc1c3[nH]c4ccc5nsnc5c4c3sc21,-9.25037363,1.26684759,-102.2269314,11.41810372,-8.07570895
c1cc2cc3[nH]c4c([nH]c5ccc6nsnc6c54)c3cc2s1,-8.57508312,1.84725739,-58.30502317,11.85532071,-6.91282705
c1cc2c(s1)-c1[nH]c3sc4c5sc6cc[se]c6c5[se]c4c3c1C2,-7.63608819,2.30366765,-60.68688332,11.19323442,-6.354412931
c1cc2[nH]c3[nH]c4c(c3c2s1)C1=C(C4)c2cc3sc4cc[se]c4c3cc2C1,-7.72755636,2.1128184,-70.1073253,10.97723822,-6.440538372
C1=Cc2cc3sc4c5[nH]c6c7ccccc7sc6c5sc4c3cc2CO1,-8.07089932,2.20712587,-69.33602838,11.43891772,-6.765041392
c1cc2[nH]c3c(c2[nH]1)Cc1c-3[nH]c2c1sc1c3sccc3sc21,-7.58977043,2.01843458,-61.46306787,11.060996,-6.052938919
c1ccc2c(c1)sc1c2sc2[nH]c3c4c(sc3c21)-c1sccc1CO4,-7.88213727,2.19459904,-67.71727014,11.38620243,-6.622814207
c1ccc2c(c1)ccc1nc3c4ccccc4c4sc5c(c4c3nc12)Cc1ccsc1-5,-8.81584033,1.80765642,-78.42613441,11.66878411,-7.490659224
c1ccc2c(c1)sc1c2oc2c1sc1c2sc2ccc3sccc3c21,-8.28825916,2.25708905,-66.10126141,11.77103231,-6.908126553
c1cc2c(s1)-c1c(ccc3[nH]c4c5sccc5sc4c13)C2,-7.93609732,2.27936088,-55.08894377,11.65710253,-6.358135722
c1cc2cc3sc4c(c3cc2[nH]1)Cc1[nH]c2c([se]c3c5[se]ccc5[se]c23)c1-4,-7.48528132,2.28547537,-69.93476825,10.84994846,-6.428132151
C1=Cc2sc3c(sc4cc5c6c([se]c5cc43)-c3[se]ccc3C6)c2C1,-8.15281333,1.89916471,-61.7577167,11.3500363,-6.744291067
c1cc2c([nH]1)c1nsnc1c1sc3c([nH]c4sc5c(c43)OCc3c-5[se]c4c3[nH]c3[se]ccc34)c21,-8.14786489,1.70024153,-91.94386489,10.87985678,-6.973265474
c1cc2cc3c(cc2s1)-c1sc2c(sc4c5cc6sc7cc8c(cc7c6cc5sc24)sc2ccsc28)c1C3,-8.42195212,1.9418692,-97.95103456,11.09806772,-7.451723793
c1ccc2c(c1)Cc1cc3c(cc1-2)c1c(c2n[nH]nc23)CC2=C1c1[se]c3c(sc4c3sc3c5sccc5[se]c34)c1CO2,-8.19509204,1.80066402,-109.9415034,10.95768846,-7.376145762
c1cc2nc3c(nc2cn1)c1sccc1c1c3sc2c3nsnc3c3sc4c5nsnc5c5sccc5c4c3c21,-9.47401264,1.67855505,-105.3557841,11.91542416,-8.344970923
c1ccc2c3c(sc2c1)-c1sc2c4c(sc2c1C3)Cc1ccsc1-4,-8.17250567,2.07497227,-62.45743847,11.57434613,-6.776171399
c1cc2c([nH]1)-c1sc3[nH]c4c(c3c1C2)Cc1c-4sc2c3c(sc12)C1=C(C3)c2[nH]c3ccsc3c2C1,-8.00673012,1.47655431,-91.64889496,10.57008792,-6.793662615
c1ccc2c(c1)ccc1nc3c4c(c5cc6c7c(sc6cc5c3nc12)C1=C(C7)c2sccc2C1)-c1[nH]ccc1C4,-8.67745124,1.6273905,-101.2354726,11.13924891,-7.647204776
C1=Cc2sc3c(sc4c3sc3c5cc6cc[nH]c6cc5[se]c34)c2OC1,-8.07359052,1.92057921,-67.37097086,11.22284015,-6.640505155
c1ccc2c(c1)c1ncccc1c1nc3c(nc21)c1sc2c4cc[nH]c4[nH]c2c1c1c3sc2c3sccc3sc21,-8.62425005,1.86080829,-103.3452909,11.15433981,-7.482441381
c1ccc2c(c1)sc1cc3c(cc12)CC1=C3Cc2c1sc1c2[nH]c2ccsc21,-8.25736653,1.8179948,-72.05120896,11.30797211,-6.90100288
c1cc2sc3c(ccc4nsnc43)c2s1,-8.91693413,2.16826969,-40.73896532,12.81931122,-6.778456613
c1ccc2c(c1)sc1c3n[nH]nc3c3sc4c5sc6ccc7n[nH]nc7c6c5sc4c3c21,-8.42920639,2.14139096,-84.75977254,11.5681569,-7.32457254
c1ccc2c3c(sc2c1)-c1sc2ccc4c(c2c1CO3)-c1sc2ccsc2c1OC4,-8.44733843,1.76303706,-81.42296823,11.43520526,-7.05212003
c1cc2c([se]1)-c1sc3cc4c5c(sc4cc3c1C2)-c1[se]ccc1C5,-8.17691337,1.84110079,-61.75917288,11.35607043,-6.745967017
C1=Cc2sc3c(sc4c5cc6sc7c8[nH]c9sc%10ccsc%10c9c8sc7c6cc5sc34)c2C1,-8.16484968,1.93729234,-86.80247892,11.01989427,-7.062405395
C1=Cc2sc3c(c2C1)Cc1c-3[se]c2c3c([se]c12)-c1cc2c(cc1C3)-c1cc3sccc3cc1C2,-8.32043178,1.58462232,-86.16120349,11.00463275,-7.18720912
C1=CC2=C(C1)c1sc3c(sc4c3[nH]c3sc5c6cc7sccc7cc6sc5c34)c1C2,-8.08972098,1.89888104,-78.35311896,11.0848008,-6.97446713
c1cc2c([nH]1)sc1c2sc2c1sc1c3nsnc3c3[nH]ccc3c12,-8.35865603,1.98019397,-64.62606128,11.60969728,-6.677741235
