idx,smiles
672,A-----)@CF[8l!CF@CF[8m!CH@CF[8m@CF[8l=================================
673,A-----)@CF[8l!CH!CF@CF[8m!CG@CF%[8l8m=================================
674,A-----)@CF[8l!CH!CF@CF[8m!CH@CF%[8l8m=================================
675,A----_)!CG4@CF[8l!CH@CF[8m!CF@CF%[8l8m================================
676,A----_)!CH4@CF[8l!CF@CF[8m!CF@CF%[8l8m================================
677,A----_)!CH4@CF[8l!CF@CF[8m!CF@CG%[8l8m================================
678,A----_)!CH4@CF[8l!CF@CF[8m!CG@CF%[8l8m================================
679,A----_)!CH4@CF[8l!CF@CF[8m!CH@CF%[8l8m================================
680,A----_)!CH4@CF[8l!CF@CG[8m!CF@CF%[8l8m================================
681,A----_)!CH4@CF[8l!CG@CF[8m!CF@CF%[8l8m================================
682,A----_)!CH4@CF[8l!CH@CF[8m!CF@CF%[8l8m================================
683,A-----)!CF@CF[8l!CF@CF[8m!CF@CF%[8l8m=================================
684,A-----)!CF@CF[8l!CF@CF[8m!CH@CF%[8l8m=================================
685,A-----)!CF@CF[8l!CH@CF[8m!CF@CF%[8l8m=================================
686,A-----)!CH@CF[8l!CF@CF[8m!CF@CF%[8l8m=================================
687,A-----)!CH@CF[8l!CF@CF[8m!CG@CF%[8l8m=================================
688,A-----)!CH@CF[8l!CF@CF[8m!CH@CF%[8l8m=================================
689,A-----)!CH@CF[8l!CF@CG[8m!CF@CF%[8l8m=================================
690,A-----)@CF[8l@CF[8m@CF[8n!CF@CF[8m@CF%[8l8n===========================
691,A-----)@CF[8l@CF[8m@CF[8n!CF@CG[8m@CF%[8l8n===========================
692,A-----)@CF[8l@CF[8m@CF[8n!CH@CF[8m@CF%[8l8n===========================
693,A-----)@CG[8l@CF[8m@CF[8n!CG@CF[8m@CF%[8l8n===========================
694,A-----)@CG[8l@CF[8m@CF[8n!CH@CF[8m@CF%[8l8n===========================
695,A-----)@CH[8l@CF[8m@CF[8n!CH@CF[8m@CF%[8l8n===========================
696,A-----)@CF[8l!CF@CF[8l@CF[8l!CF@CF[8l=================================
697,A-----)@CF[8l!CF@CF[8l@CF[8l!CF@CH[8l=================================
698,A-----)@CF[8l!CF@CF[8l@CG[8l!CF@CF[8l=================================
699,A-----)@CF[8l!CG@CF[8l@CF[8l!CF@CG[8l=================================
700,A-----)@CF[8l!CG@CF[8l@CF[8l!CF@CH[8l=================================
701,A-----)@CF[8l!CH@CF[8l@CF[8l!CF@CH[8l=================================
702,A-----)@CF[8l@CF[8m@CF[8l@CF[8l!CF@CF%[8m8l===========================
703,A-----)@CF[8l@CF[8m@CF[8l@CF[8l!CG@CF%[8m8l===========================
704,A-----)@CF[8l@CF[8m@CF[8l@CF[8l!CH@CF%[8m8l===========================
705,A-----)@CF[8l@CF[8m@CF[8l@CG[8l!CF@CF%[8m8l===========================
706,A-----)@CG[8l@CF[8m@CF[8l@CF[8l!CG@CF%[8m8l===========================
707,A-----)@CG[8l@CF[8m@CF[8l@CF[8l!CH@CF%[8m8l===========================
708,A-----)@CH[8l@CF[8m@CF[8l@CF[8l!CH@CF%[8m8l===========================
709,A-----)@CF[8l@CF[8m@CF[8n@CF[8l!CF@CG%[8m8n===========================
710,A-----)@CF[8l@CF[8m@CF[8n!CF@CF[8l@CF%[8m8n===========================
711,A-----)@CF[8l@CF[8m@CF[8n!CF@CF[8l@CG%[8m8n===========================
712,A-----)@CF[8l@CF[8m@CF[8n!CF@CG[8l@CF%[8m8n===========================
713,A-----)@CF[8l@CF[8m@CF[8n!CH@CF[8l@CF%[8m8n===========================
714,A-----)@CF%[8l8m@CF[8n@CF[8l@CF[8l@CF[8m@CF%[8n8l=====================
715,A-----)@CF%[8l8m@CF[8n@CF[8l@CG[8l@CF[8m@CF%[8n8l=====================
716,A_-_-_)@CF[8l4!CF!CG4!CG!CF4@CF[8l====================================
717,A_-_-_)@CF[8l4!CF!CG4!CG!CG4@CF[8l====================================
718,A_-_-_)@CF[8l4!CG!CG4!CF!CG4@CG[8l====================================
719,A_-_-_)@CF[8l4!CG!CG4!CG!CF4@CG[8l====================================
720,A_-_-_)@CF[8l4!CG!CG4!CG!CG4@CF[8l====================================
721,A-_-_-)!CF@CF[8l4!CF!CF4!CG@CG[8l=====================================
722,A-_-_-)!CF@CF[8l4!CF!CF4!CG@CH[8l=====================================
723,A-_-_-)!CF@CF[8l4!CF!CG4!CG@CG[8l=====================================
724,A-_-_-)!CF@CF[8l4!CF!CG4!CG@CH[8l=====================================
725,A_--_-)!CF@CF[8l4!CF!CG!CG4@CF[8l=====================================
726,A_--_-)!CF@CF[8l4!CF!CG!CG4@CG[8l=====================================
727,A_--_-)!CF@CF[8l4!CF!CH!CG4@CF[8l=====================================
728,A_--_-)!CF@CF[8l4!CF!CH!CG4@CG[8l=====================================
729,A-_-_-)!CF@CF[8l4!CG!CF4!CG@CG[8l=====================================
730,A-_-_-)!CF@CF[8l4!CG!CF4!CG@CH[8l=====================================
731,A_--_-)!CF@CF[8l4!CG!CG!CF4@CF[8l=====================================
732,A_--_-)!CF@CF[8l4!CG!CG!CF4@CG[8l=====================================
733,A_--_-)!CF@CF[8l4!CG!CG!CG4@CF[8l=====================================
734,A_--_-)!CF@CF[8l4!CG!CG!CG4@CG[8l=====================================
735,A_--_-)!CF@CF[8l4!CG!CH!CF4@CF[8l=====================================
736,A_--_-)!CF@CF[8l4!CG!CH!CF4@CG[8l=====================================
737,A_--_-)!CF@CF[8l4!CG!CH!CG4@CF[8l=====================================
738,A_--_-)!CF@CF[8l4!CG!CH!CG4@CG[8l=====================================
739,A_-_--)!CF@CG[8l!CF4!CF!CF4@CG[8l=====================================
740,A_-_--)!CF@CG[8l!CF4!CF!CG4@CG[8l=====================================
741,A_-_--)!CF@CG[8l!CF4!CG!CF4@CG[8l=====================================
742,A_-_--)!CF@CG[8l!CF4!CG!CG4@CF[8l=====================================
743,A_-_--)!CF@CG[8l!CF4!CG!CG4@CG[8l=====================================
744,A_-_--)!CF@CG[8l!CG4!CF!CF4@CG[8l=====================================
745,A_-_--)!CF@CG[8l!CG4!CF!CG4@CG[8l=====================================
746,A_-_--)!CF@CG[8l!CG4!CG!CG4@CG[8l=====================================
747,A-_--_)!CG4@CF[8l!CG!CF4!CG@CH[8l=====================================
748,A-_--_)!CG4@CF[8l!CG!CG4!CG@CG[8l=====================================
749,A-_--_)!CG4@CF[8l!CH!CF4!CG@CH[8l=====================================
750,A-_--_)!CG4@CF[8l!CH!CG4!CG@CH[8l=====================================
751,A-_-_-)!CG@CF[8l4!CF!CF4!CG@CG[8l=====================================
752,A-_-_-)!CG@CF[8l4!CF!CF4!CG@CH[8l=====================================
753,A-_-_-)!CG@CF[8l4!CF!CG4!CG@CG[8l=====================================
754,A-_-_-)!CG@CF[8l4!CF!CG4!CG@CH[8l=====================================
755,A_--_-)!CG@CF[8l4!CF!CG!CG4@CF[8l=====================================
756,A_--_-)!CG@CF[8l4!CF!CG!CG4@CG[8l=====================================
757,A_--_-)!CG@CF[8l4!CF!CH!CG4@CF[8l=====================================
758,A_--_-)!CG@CF[8l4!CF!CH!CG4@CG[8l=====================================
759,A-_-_-)!CG@CF[8l4!CG!CF4!CG@CG[8l=====================================
760,A-_-_-)!CG@CF[8l4!CG!CF4!CG@CH[8l=====================================
761,A_--_-)!CG@CF[8l4!CG!CG!CF4@CF[8l=====================================
762,A_--_-)!CG@CF[8l4!CG!CG!CF4@CG[8l=====================================
763,A_--_-)!CG@CF[8l4!CG!CG!CG4@CF[8l=====================================
764,A_--_-)!CG@CF[8l4!CG!CG!CG4@CG[8l=====================================
765,A_--_-)!CG@CF[8l4!CG!CH!CF4@CF[8l=====================================
766,A_--_-)!CG@CF[8l4!CG!CH!CF4@CG[8l=====================================
767,A_--_-)!CG@CF[8l4!CG!CH!CG4@CF[8l=====================================
768,A_--_-)!CG@CF[8l4!CG!CH!CG4@CG[8l=====================================
769,A-_--_)!CH4@CF[8l!CG!CF4!CG@CG[8l=====================================
770,A-_--_)!CH4@CF[8l!CG!CF4!CG@CH[8l=====================================
771,A-_--_)!CH4@CF[8l!CG!CG4!CG@CG[8l=====================================
772,A-_--_)!CH4@CF[8l!CG!CG4!CG@CH[8l=====================================
773,A-_--_)!CH4@CF[8l!CH!CF4!CG@CH[8l=====================================
774,A-_--_)!CH4@CF[8l!CH!CG4!CG@CH[8l=====================================
775,A-_-_-)!CH@CF[8l4!CF!CF4!CG@CG[8l=====================================
776,A_--_-)!CH@CF[8l4!CF!CG!CG4@CF[8l=====================================
777,A_--_-)!CH@CF[8l4!CF!CG!CG4@CG[8l=====================================
778,A-_-_-)!CH@CF[8l4!CG!CF4!CG@CG[8l=====================================
779,A_--_-)!CH@CF[8l4!CG!CG!CF4@CF[8l=====================================
780,A_--_-)!CH@CF[8l4!CG!CG!CF4@CG[8l=====================================
781,A_--_-)!CH@CF[8l4!CG!CG!CG4@CF[8l=====================================
782,A_--_-)!CH@CF[8l4!CG!CG!CG4@CG[8l=====================================
783,A_--_-)!CH@CF[8l4!CG!CH!CF4@CF[8l=====================================
784,A_--_-)!CH@CF[8l4!CG!CH!CF4@CG[8l=====================================
785,A_--_-)!CH@CF[8l4!CG!CH!CG4@CG[8l=====================================
786,A-_-_-)!CF!CF5!CF#CF&*)!CF4!CG!CH=====================================
787,A-_-)!CF#CF&*_-)!CF!CF5!CF4!CG!CH=====================================
788,A-_-)!CF#CF&*_-)!CF!CF5!CG4!CG!CH=====================================
789,A-_-)!CF#CF&*_-)!CF!CF4!CH4!CG!CH=====================================
790,A-_-)!CF#CF&*--)!CF!CF!CH4!CG!CH======================================
791,A-_---)!CF!CF!CF#CF&*)!CF4!CG!CH======================================
792,A-_---)!CF!CH!CF#CF&*)!CF4!CG!CH======================================
793,A-_--)!CF#CF&(4-)!CG!CH#CF&*)!CF4!CG!CH===============================
794,A_--)!CF#CF&(4-)!CG!CH#CF&*)!CG4!CH===================================
795,A-_--)!CF#CF&*)!CF#CF&*)!CF4!CG!CH====================================
796,A-_--)!CF#CF&*)!CH#CF&*)!CF4!CG!CH====================================
797,A-_---)!CF@CF[8l!CF#CF&*)@CF[8l4!CG!CH================================
798,A-_---)!CF@CG[8l!CF#CF&*)@CF[8l4!CG!CH================================
799,A---_-)!CH!CG4@CF[8l!CF#CF&*)!CH@CF[8l================================
800,A_-_-)!CH!CG4#CF&*_)!CF5!CF!CF5!CF====================================
801,A_---)!CF!CF#CF&(4-)!CG!CH!CF5!CF=====================================
802,A_---)!CH!CF#CF&(4-)!CG!CH!CF5!CF=====================================
803,A-_--)!CF!CF#CF&*-)!CF!CF4!CG!CH======================================
804,A-_--)!CF!CF#CF&*-)!CF!CH4!CG!CH======================================
805,A-_----)!CF@CF[8l!CF!CF@CF[8l4!CG!CH==================================
806,A-_----)!CF@CF[8l!CG!CF@CF[8l4!CG!CH==================================
807,A-_----)!CF@CF[8l!CH!CF@CF[8l4!CG!CH==================================
808,A----_-)!CH!CG4@CF[8l!CF!CF@CF[8l!CH==================================
809,A-_--_-)!CH!CG4@CF[8l!CF!CF4!CF@CF[8l=================================
810,A_---_-)!CH!CG4@CF[8l!CF!CF!CF4@CF[8l=================================
811,A_---_-)!CH!CG4@CF[8l!CF!CG!CF4@CF[8l=================================
812,A----_-)!CH!CG4@CF[8l!CF!CF!CF@CF[8l==================================
813,A----_-)!CH!CG4@CF[8l!CF!CF!CH@CF[8l==================================
814,A----)!CF#CF&(4-)!CG!CH@CF[8l!CF@CF[8l================================
815,A----)!CF#CF&(4-)!CG!CH@CF[8l!CF@CG[8l================================
816,A----)!CF#CF&(4-)!CG!CH@CF[8l!CF@CH[8l================================
817,A----_-)!CH!CG4@CF[8l!CF@CF[8m!CF@CF%[8l8m============================
818,A----_-)!CH!CG4@CF[8l!CF@CF[8m!CG@CF%[8l8m============================
819,A----_-)!CH!CG4@CF[8l!CF@CF[8m!CH@CF%[8l8m============================
820,A----_-)!CH!CG4@CF[8l!CF@CG[8m!CF@CF%[8l8m============================
821,A_--)!CK#CF]&*)!CK*)!CK!CF5!CF========================================
822,A_--)!CK#CF]&*)!CK*)!CK!CF5!CG========================================
823,A_--)!CK#CF]&*)!CK*)!CK!CF4!CH========================================
824,A---)!CG!CF#CF]&*)!CK*)!CK!CK=========================================
825,A---)!CH!CF#CF]&*)!CK*)!CK!CK=========================================
826,A---)!CF!CF#CF]&*)!CK*)!CK!CK=========================================
827,A-_-_-)!CF@CF[8l4!CF#CF&*)!CF4!CF@CG[8l===============================
828,A-_-_-)!CF@CF[8l4!CF#CF&*)!CF4!CF@CH[8l===============================
829,A-_-_-)!CF@CF[8l4!CF#CF&*)!CG4!CF@CG[8l===============================
830,A-_-_-)!CF@CF[8l4!CF#CF&*)!CG4!CF@CH[8l===============================
831,A-_-_-)!CF@CF[8l4!CF#CF&*)!CH4!CF@CG[8l===============================
832,A-_-_-)!CF@CF[8l4!CF#CF&*)!CH4!CF@CH[8l===============================
833,A_--_-)!CF@CF[8l4!CF!CG#CF&*)!CG4@CF[8l===============================
834,A_--_-)!CF@CF[8l4!CF!CG#CF&*)!CH4@CF[8l===============================
835,A_--_-)!CF@CF[8l4!CF!CG#CF&*)!CH4@CG[8l===============================
836,A_--_-)!CF@CF[8l4!CF!CH#CF&*)!CG4@CF[8l===============================
837,A_--_-)!CF@CF[8l4!CF!CH#CF&*)!CG4@CG[8l===============================
838,A_--_-)!CF@CF[8l4!CF!CH#CF&*)!CH4@CG[8l===============================
839,A-_-_-)!CF@CF[8l4!CG#CF&*)!CF4!CF@CG[8l===============================
840,A-_-_-)!CF@CF[8l4!CG#CF&*)!CF4!CF@CH[8l===============================
841,A-_-_-)!CF@CF[8l4!CG#CF&*)!CG4!CF@CH[8l===============================
842,A-_-_-)!CF@CF[8l4!CG#CF&*)!CH4!CF@CG[8l===============================
843,A-_-_-)!CF@CF[8l4!CG#CF&*)!CH4!CF@CH[8l===============================
844,A-_-_-)!CG@CF[8l4!CF#CF&*)!CG4!CF@CG[8l===============================
845,A-_-_-)!CG@CF[8l4!CF#CF&*)!CG4!CF@CH[8l===============================
846,A-_-_-)!CG@CF[8l4!CF#CF&*)!CH4!CF@CG[8l===============================
847,A-_-_-)!CG@CF[8l4!CF#CF&*)!CH4!CF@CH[8l===============================
848,A_--_-)!CG@CF[8l4!CF!CG#CF&*)!CH4@CF[8l===============================
849,A_--_-)!CG@CF[8l4!CF!CG#CF&*)!CH4@CG[8l===============================
850,A_--_-)!CG@CF[8l4!CF!CH#CF&*)!CH4@CG[8l===============================
851,A-_-_-)!CG@CF[8l4!CG#CF&*)!CG4!CF@CH[8l===============================
852,A-_-_-)!CG@CF[8l4!CG#CF&*)!CH4!CF@CG[8l===============================
853,A-_-_-)!CG@CF[8l4!CG#CF&*)!CH4!CF@CH[8l===============================
854,A-_-_-)!CH@CF[8l4!CF#CF&*)!CH4!CF@CG[8l===============================
855,A-_-_-)!CH@CF[8l4!CG#CF&*)!CH4!CF@CG[8l===============================
856,A-_-_-)!CF@CF[8l4!CF!CF4#CF&*)!CF@CG[8l===============================
857,A-_-_-)!CF@CF[8l4!CF!CF4#CF&*)!CF@CH[8l===============================
858,A-_-_-)!CF@CF[8l4!CF!CF4#CF&*)!CG@CG[8l===============================
859,A-_-_-)!CF@CF[8l4!CF!CF4#CF&*)!CG@CH[8l===============================
860,A-_-_-)!CF@CF[8l4!CF!CF4#CF&*)!CH@CG[8l===============================
861,A-_-_-)!CF@CF[8l4!CF!CG4#CF&*)!CF@CH[8l===============================
862,A-_-_-)!CF@CF[8l4!CF!CG4#CF&*)!CG@CH[8l===============================
863,A-_-_-)!CF@CF[8l4!CF!CG4#CF&*)!CH@CG[8l===============================
864,A-_-_-)!CF@CF[8l4!CF!CG4#CF&*)!CH@CH[8l===============================
865,A-_-_-)!CF@CF[8l4!CG!CF4#CF&*)!CG@CH[8l===============================
866,A-_-_-)!CF@CF[8l4!CG!CF4#CF&*)!CH@CG[8l===============================
867,A-_-_-)!CG@CF[8l4!CF!CF4#CF&*)!CG@CG[8l===============================
868,A-_-_-)!CG@CF[8l4!CF!CF4#CF&*)!CG@CH[8l===============================
869,A-_-_-)!CG@CF[8l4!CF!CF4#CF&*)!CH@CG[8l===============================
870,A-_-_-)!CG@CF[8l4!CF!CF4#CF&*)!CH@CH[8l===============================
871,A-_-_-)!CG@CF[8l4!CF!CG4#CF&*)!CG@CH[8l===============================
872,A-_-_-)!CG@CF[8l4!CF!CG4#CF&*)!CH@CG[8l===============================
873,A-_-_-)!CG@CF[8l4!CF!CG4#CF&*)!CH@CH[8l===============================
874,A-_-_-)!CH@CF[8l4!CF!CF4#CF&*)!CH@CG[8l===============================
875,A-_-_-)!CH@CF[8l4!CF!CG4#CF&*)!CH@CG[8l===============================
876,A---_-)!CF@CF[8l4!CF!CG#CF&(4)!CG@CH[8l===============================
877,A---_-)!CF@CF[8l4!CF!CG#CF&(4)!CH@CG[8l===============================
878,A---_-)!CF@CF[8l4!CF!CG#CF&(4)!CH@CH[8l===============================
879,A---_-)!CF@CF[8l4!CF!CH#CF&(4)!CG@CG[8l===============================
880,A---_-)!CF@CF[8l4!CF!CH#CF&(4)!CG@CH[8l===============================
881,A---_-)!CF@CF[8l4!CF!CH#CF&(4)!CH@CG[8l===============================
882,A---_-)!CF@CF[8l4!CF!CH#CF&(4)!CH@CH[8l===============================
883,A---_-)!CG@CF[8l4!CF!CG#CF&(4)!CG@CH[8l===============================
884,A---_-)!CG@CF[8l4!CF!CG#CF&(4)!CH@CG[8l===============================
885,A---_-)!CG@CF[8l4!CF!CG#CF&(4)!CH@CH[8l===============================
886,A---_-)!CG@CF[8l4!CF!CH#CF&(4)!CG@CH[8l===============================
887,A---_-)!CG@CF[8l4!CF!CH#CF&(4)!CH@CG[8l===============================
888,A---_-)!CG@CF[8l4!CF!CH#CF&(4)!CH@CH[8l===============================
889,A---_-)!CH@CF[8l4!CF!CG#CF&(4)!CG@CH[8l===============================
890,A---_-)!CH@CF[8l4!CF!CG#CF&(4)!CH@CG[8l===============================
891,A---_-)!CH@CF[8l4!CF!CG#CF&(4)!CH@CH[8l===============================
892,A---_-)!CH@CF[8l4!CF!CH#CF&(4)!CG@CG[8l===============================
893,A---_-)!CH@CF[8l4!CF!CH#CF&(4)!CG@CH[8l===============================
894,A---_-)!CH@CF[8l4!CF!CH#CF&(4)!CH@CH[8l===============================
895,A_-_--)!CF@CG[8l!CF4!CF#CF&*)!CF4@CF[8l===============================
896,A_-_--)!CF@CG[8l!CF4!CF#CF&*)!CG4@CF[8l===============================
897,A_-_--)!CF@CG[8l!CF4!CF#CF&*)!CH4@CF[8l===============================
898,A_-_--)!CF@CG[8l!CF4!CG#CF&*)!CF4@CF[8l===============================
899,A_-_--)!CF@CG[8l!CF4!CG#CF&*)!CG4@CF[8l===============================
900,A_-_--)!CF@CG[8l!CF4!CG#CF&*)!CH4@CF[8l===============================
901,A_--_-_)!CG4@CF[8l!CF4!CF!CH!CF4@CG[8l================================
902,A_--_-_)!CG4@CF[8l!CG4!CF!CG!CF4@CG[8l================================
903,A_--_-_)!CG4@CF[8l!CG4!CF!CH!CF4@CG[8l================================
904,A_--_-_)!CH4@CF[8l!CF4!CF!CG!CF4@CF[8l================================
905,A_--_-_)!CH4@CF[8l!CF4!CF!CG!CF4@CG[8l================================
906,A_--_-_)!CH4@CF[8l!CF4!CF!CH!CF4@CF[8l================================
907,A_--_-_)!CH4@CF[8l!CF4!CF!CH!CF4@CG[8l================================
908,A_--_-_)!CH4@CF[8l!CG4!CF!CH!CF4@CG[8l================================
909,A_-_--_)!CG4@CF[8l!CG!CF4!CG!CF4@CG[8l================================
910,A_-_--_)!CG4@CF[8l!CH!CF4!CF!CF4@CF[8l================================
911,A_-_--_)!CG4@CF[8l!CH!CF4!CF!CF4@CG[8l================================
912,A_-_--_)!CG4@CF[8l!CH!CF4!CF!CG4@CF[8l================================
913,A_-_--_)!CG4@CF[8l!CH!CF4!CG!CF4@CF[8l================================
914,A_-_--_)!CG4@CF[8l!CH!CF4!CG!CF4@CG[8l================================
915,A_-_--_)!CH4@CF[8l!CG!CF4!CF!CF4@CF[8l================================
916,A_-_--_)!CH4@CF[8l!CG!CF4!CF!CF4@CG[8l================================
917,A_-_--_)!CH4@CF[8l!CG!CF4!CF!CG4@CF[8l================================
918,A_-_--_)!CH4@CF[8l!CG!CF4!CG!CF4@CF[8l================================
919,A_-_--_)!CH4@CF[8l!CG!CF4!CG!CF4@CG[8l================================
920,A_-_--_)!CH4@CF[8l!CH!CF4!CF!CF4@CF[8l================================
921,A_-_--_)!CH4@CF[8l!CH!CF4!CF!CF4@CG[8l================================
922,A_-_--_)!CH4@CF[8l!CH!CF4!CF!CG4@CF[8l================================
923,A_-_--_)!CH4@CF[8l!CH!CF4!CG!CF4@CF[8l================================
924,A_-_--_)!CH4@CF[8l!CH!CF4!CG!CF4@CG[8l================================
925,A_-_-_-)!CF@CF[8l4!CF!CF4!CF!CF4@CF[8l================================
926,A_-_-_-)!CF@CF[8l4!CF!CF4!CG!CF4@CF[8l================================
927,A_-_-_-)!CF@CF[8l4!CF!CG4!CF!CF4@CF[8l================================
928,A_-_-_-)!CF@CF[8l4!CF!CG4!CF!CF4@CG[8l================================
929,A_-_-_-)!CF@CF[8l4!CF!CG4!CF!CG4@CF[8l================================
930,A_-_-_-)!CF@CF[8l4!CG!CF4!CF!CF4@CF[8l================================
931,A_-_-_-)!CF@CF[8l4!CG!CF4!CF!CF4@CG[8l================================
932,A_-_-_-)!CF@CF[8l4!CG!CF4!CF!CG4@CF[8l================================
933,A_-_-_-)!CF@CF[8l4!CG!CF4!CG!CF4@CF[8l================================
934,A_-_-_-)!CF@CF[8l4!CG!CF4!CG!CF4@CG[8l================================
935,A_-_-_-)!CG@CF[8l4!CF!CF4!CF!CF4@CF[8l================================
936,A_-_-_-)!CG@CF[8l4!CF!CG4!CF!CF4@CF[8l================================
937,A_-_-_-)!CG@CF[8l4!CF!CG4!CF!CF4@CG[8l================================
938,A_-_-_-)!CG@CF[8l4!CF!CG4!CF!CG4@CF[8l================================
939,A_-_-_-)!CG@CF[8l4!CG!CF4!CF!CF4@CF[8l================================
940,A_-_-_-)!CG@CF[8l4!CG!CF4!CF!CF4@CG[8l================================
941,A_-_-_-)!CG@CF[8l4!CG!CF4!CF!CG4@CF[8l================================
942,A_-_-_-)!CG@CF[8l4!CG!CF4!CG!CF4@CF[8l================================
943,A_-_-_-)!CG@CF[8l4!CG!CF4!CG!CF4@CG[8l================================
944,A_-_-_-)!CH@CF[8l4!CF!CF4!CF!CF4@CF[8l================================
945,A_-_-_-)!CH@CF[8l4!CF!CF4!CG!CF4@CF[8l================================
946,A_-_-_-)!CH@CF[8l4!CF!CG4!CF!CF4@CF[8l================================
947,A_-_-_-)!CH@CF[8l4!CF!CG4!CF!CF4@CG[8l================================
948,A_-_-_-)!CH@CF[8l4!CF!CG4!CF!CG4@CF[8l================================
949,A_-_-_-)!CH@CF[8l4!CG!CF4!CF!CF4@CF[8l================================
950,A_-_-_-)!CH@CF[8l4!CG!CF4!CF!CF4@CG[8l================================
951,A_-_-_-)!CH@CF[8l4!CG!CF4!CF!CG4@CF[8l================================
952,A_-_-_-)!CH@CF[8l4!CG!CF4!CG!CF4@CF[8l================================
953,A_-_-_-)!CH@CF[8l4!CG!CF4!CG!CF4@CG[8l================================
954,A-_-_-)!CF@CF[8l4#CF&*)!CF!CF4!CF@CG[8l===============================
955,A-_-_-)!CF@CF[8l4#CF&*)!CF!CF4!CF@CH[8l===============================
956,A-_-_-)!CF@CF[8l4#CF&*)!CF!CG4!CF@CG[8l===============================
957,A-_-_-)!CF@CF[8l4#CF&*)!CF!CG4!CF@CH[8l===============================
958,A-_-_-)!CF@CF[8l4#CF&*)!CG!CF4!CF@CG[8l===============================
959,A-_-_-)!CF@CF[8l4#CF&*)!CG!CF4!CF@CH[8l===============================
960,A-_-_-)!CF@CF[8l4#CF&*)!CG!CG4!CF@CH[8l===============================
961,A_--_-)!CF@CF[8l4#CF&*)!CG!CG!CF4@CF[8l===============================
962,A_--_-)!CF@CF[8l4#CF&*)!CG!CH!CF4@CF[8l===============================
963,A_--_-)!CF@CF[8l4#CF&*)!CG!CH!CF4@CG[8l===============================
964,A-_-_-)!CF@CF[8l4#CF&*)!CH!CF4!CF@CG[8l===============================
965,A-_-_-)!CF@CF[8l4#CF&*)!CH!CF4!CF@CH[8l===============================
966,A-_-_-)!CF@CF[8l4#CF&*)!CH!CG4!CF@CG[8l===============================
967,A-_-_-)!CF@CF[8l4#CF&*)!CH!CG4!CF@CH[8l===============================
968,A_--_-)!CF@CF[8l4#CF&*)!CH!CG!CF4@CF[8l===============================
969,A_--_-)!CF@CF[8l4#CF&*)!CH!CG!CF4@CG[8l===============================
970,A-_-_-)!CG@CF[8l4#CF&*)!CG!CF4!CF@CH[8l===============================
971,A-_-_-)!CG@CF[8l4#CF&*)!CG!CG4!CF@CH[8l===============================
972,A-_-_-)!CG@CF[8l4#CF&*)!CH!CF4!CF@CG[8l===============================
973,A-_-_-)!CG@CF[8l4#CF&*)!CH!CF4!CF@CH[8l===============================
974,A-_-_-)!CG@CF[8l4#CF&*)!CH!CG4!CF@CG[8l===============================
975,A-_-_-)!CG@CF[8l4#CF&*)!CH!CG4!CF@CH[8l===============================
976,A_--_-)!CG@CF[8l4#CF&*)!CH!CG!CF4@CF[8l===============================
977,A_--_-)!CG@CF[8l4#CF&*)!CH!CG!CF4@CG[8l===============================
978,A_--_-)!CG@CF[8l4#CF&*)!CH!CH!CF4@CF[8l===============================
979,A-_-_-)!CH@CF[8l4#CF&*)!CH!CF4!CF@CG[8l===============================
980,A-_-_-)!CH@CF[8l4#CF&*)!CH!CG4!CF@CG[8l===============================
981,A-_--_-)!CF@CF[8l4!CF!CG!CF4@CF[8l!CF=================================
982,A-_--_-)!CF@CF[8l4!CF!CG!CF4@CF[8l!CG=================================
983,A-_--_-)!CF@CF[8l4!CF!CG!CF4@CF[8l!CH=================================
984,A-_--_-)!CF@CF[8l4!CF!CH!CF4@CF[8l!CF=================================
985,A-_--_-)!CF@CF[8l4!CF!CH!CF4@CF[8l!CG=================================
986,A-_--_-)!CG@CF[8l4!CF!CG!CF4@CF[8l!CG=================================
987,A-_--_-)!CG@CF[8l4!CF!CG!CF4@CF[8l!CH=================================
988,A-_--_-)!CG@CF[8l4!CF!CH!CF4@CF[8l!CG=================================
989,A-_--_-)!CH@CF[8l4!CF!CG!CF4@CF[8l!CH=================================
990,A-_-_--)!CF@CG[8l!CF4!CF!CF4@CF[8l!CF=================================
991,A-_-_--)!CF@CG[8l!CF4!CF!CF4@CF[8l!CG=================================
992,A-_-_--)!CF@CG[8l!CF4!CF!CF4@CF[8l!CH=================================
993,A-_-_--)!CF@CG[8l!CF4!CF!CG4@CF[8l!CF=================================
994,A-_-_--)!CF@CG[8l!CF4!CF!CG4@CF[8l!CH=================================
995,A-_-_--)!CF@CG[8l!CF4!CG!CF4@CF[8l!CF=================================
996,A-_-_--)!CF@CG[8l!CF4!CG!CF4@CF[8l!CH=================================
997,A_--_--)!CF@CG[8l!CF4!CF!CG@CF[8l4!CH=================================
998,A_--_--)!CF@CG[8l!CF4!CF!CH@CF[8l4!CG=================================
999,A_--_--)!CF@CG[8l!CF4!CF!CH@CF[8l4!CH=================================
1000,A-_-_-_)!CF5!CF@CF[8l4!CF!CF4!CF@CG[8l================================
1001,A-_-_-_)!CF5!CF@CF[8l4!CF!CF4!CF@CH[8l================================
1002,A-_-_-_)!CF5!CF@CF[8l4!CF!CG4!CF@CG[8l================================
1003,A-_-_-_)!CF5!CF@CF[8l4!CF!CG4!CF@CH[8l================================
